user_id,bags,avg_hotel_nights,trips_booked,flights_booked,return_booked,hotels_booked,packages_booked,cancellations,f_discount,h_discount,total_sessions,avg_room_price,avg_flight_price,avg_flight_discount,avg_room_discount,f_discount_per,h_discount_per,avg_clicks,session_in_seconds,avg_distance,trips_ratio,trips_per_click,clicks_per_session,cancellations_ratio,flights_ratio,hotels_ratio,packages_per_session,f_discounted_price,h_discounted_price,return_ratio,f_discount_ratio,h_discount_ratio,package_per_trip,bags_per_flight,price_per_km,discount_per_km,clusters
313724,4.0,3.0,6,5,5,6,5,1,1,1,8,183.5,382.26,,,,,43.88,210.375,1841.0,0.75,0.14,5.49,0.13,0.63,0.75,0.63,,,1.0,0.13,0.13,0.83,0.8,0.2076371537208039,,3
316527,1.0,3.0,4,4,4,4,4,0,1,1,8,322.75,434.97,,3.9,0.15,0.05,17.38,130.0,1941.0,0.5,0.23,2.17,0.0,0.5,0.5,0.5,369.72,306.61,1.0,0.13,0.13,1.0,0.25,0.2240958268933539,,2
317688,2.0,1.25,4,4,4,4,4,0,2,1,8,168.25,309.69,,5.1,0.2499999999999999,0.05,16.63,124.0,1635.0,0.5,0.24,2.08,0.0,0.5,0.5,0.5,232.27,159.84,1.0,0.25,0.13,1.0,0.5,0.1894128440366972,,2
322867,1.0,7.0,1,1,1,1,1,0,2,2,8,189.0,173.04,,,0.125,0.1,10.25,77.0,920.0,0.13,0.1,1.28,0.0,0.13,0.13,0.13,151.41,170.1,1.0,0.25,0.25,1.0,1.0,0.1880869565217391,,4
324191,1.0,4.5,2,2,2,2,2,0,2,1,8,273.5,49.87,,,0.1,0.15,10.75,80.125,176.0,0.25,0.19,1.34,0.0,0.25,0.25,0.25,44.88,232.48,1.0,0.25,0.13,1.0,0.5,0.2833522727272727,,4
328590,1.0,4.5,4,4,4,3,3,1,2,3,8,155.0,914.15,,23.25,0.1,0.15,47.88,185.5,3678.0,0.5,0.08,5.99,0.13,0.5,0.38,0.38,822.74,131.75,1.0,0.25,0.38,0.75,0.25,0.2485454051114736,,3
330764,2.0,4.5,4,2,2,3,1,1,1,2,8,129.5,375.52,,,,0.05,46.88,161.125,684.0,0.5,0.09,5.86,0.13,0.25,0.38,0.13,,123.03,1.0,0.13,0.25,0.25,1.0,0.5490058479532164,,3
330893,2.0,2.0,3,3,3,3,3,0,0,1,8,138.0,287.2,,,,0.05,16.63,124.0,1603.0,0.38,0.18,2.08,0.0,0.38,0.38,0.38,,131.1,1.0,0.0,0.13,1.0,0.67,0.1791640673736743,,2
331039,6.0,8.0,2,2,2,2,2,1,2,3,8,209.0,2290.87,,20.9,0.1,0.075,24.75,160.125,3192.0,0.25,0.08,3.09,0.13,0.25,0.25,0.25,2061.78,193.33,1.0,0.25,0.38,1.0,3.0,0.7176911027568922,,0
334787,2.0,2.0,3,3,3,3,3,0,2,0,8,169.0,252.72,8.72,,0.05,,14.88,110.875,1378.0,0.38,0.2,1.86,0.0,0.38,0.38,0.38,240.08,,1.0,0.25,0.0,1.0,0.67,0.1833962264150943,0.0063280116110304,2
337227,,,0,0,0,0,0,0,0,1,8,,,,,,0.05,10.38,77.0,,0.0,0.0,1.3,0.0,0.0,0.0,0.0,,,,0.0,0.13,,,,,1
338086,1.0,1.0,2,2,2,2,2,0,1,1,8,63.0,490.85,,10.0,0.3,0.2,17.13,128.5,2659.0,0.25,0.12,2.14,0.0,0.25,0.25,0.25,343.6,50.4,1.0,0.13,0.13,1.0,0.5,0.184599473486273,,4
340166,,2.0,1,0,0,1,0,0,1,1,8,237.0,,,,0.1,0.1,11.0,81.625,,0.13,0.09,1.38,0.0,0.0,0.13,0.0,,213.3,,0.13,0.13,0.0,,,,1
343928,1.0,3.0,2,2,2,1,1,0,2,1,8,116.0,2775.31,1021.88,,0.2999999999999999,0.1,15.25,112.75,11233.0,0.25,0.13,1.91,0.0,0.25,0.13,0.13,1942.72,104.4,1.0,0.25,0.13,0.5,0.5,0.2470675687705866,0.09097124543755,0
347778,5.0,2.25,5,5,5,4,4,0,2,0,9,226.75,846.74,,,0.15,,18.0,133.33333333333334,2557.0,0.56,0.28,2.0,0.0,0.56,0.44,0.44,719.73,,1.0,0.22,0.0,0.8,1.0,0.3311458740711772,,2
348817,2.0,2.25,4,3,3,4,3,0,1,0,8,259.0,458.21,,,0.05,,15.63,116.0,2523.0,0.5,0.26,1.95,0.0,0.38,0.5,0.38,435.3,,1.0,0.13,0.0,0.75,0.67,0.1816131589377725,,2
348863,,,0,0,0,0,0,0,0,1,8,,,,,,0.1,10.13,74.625,,0.0,0.0,1.27,0.0,0.0,0.0,0.0,,,,0.0,0.13,,,,,1
349132,1.0,4.666666666666666,3,2,2,3,2,0,0,1,9,193.67,360.53,,27.7,,0.1,14.78,110.33333333333331,1083.0,0.33,0.2,1.64,0.0,0.22,0.33,0.22,,174.3,1.0,0.0,0.11,0.67,0.5,0.3328993536472761,,4
350648,0.0,3.0,2,2,2,2,2,1,3,2,8,185.0,212.18,,,0.175,0.1,36.88,357.25,1265.0,0.25,0.05,4.61,0.13,0.25,0.25,0.25,175.05,166.5,1.0,0.38,0.25,1.0,0.0,0.1677312252964427,,3
353271,0.0,0.0,1,1,1,1,1,0,1,1,8,136.0,408.4,,,0.15,0.15,10.5,78.875,1177.0,0.13,0.1,1.31,0.0,0.13,0.13,0.13,347.14,115.6,1.0,0.13,0.13,1.0,0.0,0.3469838572642311,,4
353694,1.0,4.5,2,2,1,2,2,0,3,0,8,124.0,230.69,,,0.0833333333333333,,12.5,92.5,1336.0,0.25,0.16,1.56,0.0,0.25,0.25,0.25,211.47,,0.5,0.38,0.0,1.0,0.5,0.1726721556886227,,4
354050,1.0,2.2,5,5,4,5,5,0,1,1,8,210.4,391.58,29.1,9.9,0.05,0.05,21.5,159.125,2093.0,0.63,0.23,2.69,0.0,0.63,0.63,0.63,372.0,199.88,0.8,0.13,0.13,1.0,0.2,0.1870903010033444,0.0139034878165312,2
354260,2.0,2.0,2,2,2,1,1,0,2,0,8,260.0,582.51,,,0.15,,14.5,107.875,3216.0,0.25,0.14,1.81,0.0,0.25,0.13,0.13,495.13,,1.0,0.25,0.0,0.5,1.0,0.1811287313432835,,4
354311,1.0,3.0,2,2,2,1,1,0,1,0,8,97.0,536.45,,,0.1,,12.25,92.0,3239.0,0.25,0.16,1.53,0.0,0.25,0.13,0.13,482.81,,1.0,0.13,0.0,0.5,0.5,0.1656221055881445,,4
354950,1.0,6.0,1,1,1,1,1,0,0,1,8,127.0,460.54,,,,0.1,12.5,94.125,2618.0,0.13,0.08,1.56,0.0,0.13,0.13,0.13,,114.3,1.0,0.0,0.13,1.0,1.0,0.1759129106187929,,4
356046,0.0,2.0,2,2,2,2,2,0,1,1,8,97.5,391.91,,,0.15,0.05,12.63,94.0,1783.0,0.25,0.16,1.58,0.0,0.25,0.25,0.25,333.12,92.63,1.0,0.13,0.13,1.0,0.0,0.2198037016264722,,4
357737,2.0,3.333333333333333,6,5,5,6,5,1,1,4,8,171.17,435.38,,7.85,,0.0833333333333333,52.38,201.125,2595.0,0.75,0.11,6.55,0.13,0.63,0.75,0.63,,156.91,1.0,0.13,0.5,0.83,0.4,0.167776493256262,,3
359072,1.0,2.25,4,4,4,4,4,1,3,1,8,123.0,197.62,,,0.2,,39.75,533.75,1051.0,0.5,0.1,4.97,0.13,0.5,0.5,0.5,158.1,,1.0,0.38,0.13,1.0,0.25,0.1880304471931493,,3
359080,4.0,2.0,4,4,4,2,2,0,1,1,8,338.5,1288.39,,,0.1,0.2,15.75,119.0,4685.0,0.5,0.25,1.97,0.0,0.5,0.25,0.25,1159.55,270.8,1.0,0.13,0.13,0.5,1.0,0.2750032017075774,,2
359653,2.0,1.5,2,2,2,2,2,0,1,2,8,215.0,392.17,,27.4,0.25,0.075,15.88,118.0,2138.0,0.25,0.13,1.99,0.0,0.25,0.25,0.25,294.13,198.88,1.0,0.13,0.25,1.0,1.0,0.1834284377923292,,4
361459,1.0,1.0,1,1,1,1,1,0,0,2,8,165.0,393.91,,,,0.125,7.38,56.0,2404.0,0.13,0.14,0.92,0.0,0.13,0.13,0.13,,144.38,1.0,0.0,0.25,1.0,1.0,0.1638560732113144,,4
361759,2.0,0.6666666666666666,4,4,4,3,3,0,3,2,9,79.67,415.15,,3.15,0.15,0.075,15.44,113.88888888888889,2133.0,0.44,0.26,1.72,0.0,0.44,0.33,0.33,352.88,73.69,1.0,0.33,0.22,0.75,0.5,0.1946319737458977,,2
363535,3.0,2.75,4,4,3,4,4,1,4,1,8,185.0,332.04,48.48,,0.1833333333333333,,31.0,401.625,1784.0,0.5,0.13,3.88,0.13,0.5,0.5,0.5,271.17,,0.75,0.5,0.13,1.0,0.75,0.1861210762331838,0.0271748878923766,3
365825,1.0,6.0,3,2,1,3,2,1,2,1,8,180.33,64.63,,,0.1,,44.38,142.75,383.0,0.38,0.07,5.55,0.13,0.25,0.38,0.25,58.17,,0.5,0.25,0.13,0.67,0.5,0.1687467362924281,,3
371201,3.0,,1,1,1,0,0,0,1,1,8,,199.47,,,0.3999999999999999,0.05,13.13,97.125,1061.0,0.13,0.08,1.64,0.0,0.13,0.0,0.0,119.68,,1.0,0.13,0.13,0.0,3.0,0.1880018850141376,,4
372970,1.0,0.0,2,2,2,2,2,0,2,2,8,204.0,646.65,,,0.125,0.15,12.5,94.625,4048.0,0.25,0.16,1.56,0.0,0.25,0.25,0.25,565.82,173.4,1.0,0.25,0.25,1.0,0.5,0.1597455533596838,,4
373489,3.0,12.0,1,1,1,1,1,0,3,4,9,51.0,7451.31,1862.83,,0.2166666666666666,0.125,13.11,96.44444444444444,20504.0,0.11,0.08,1.46,0.0,0.11,0.11,0.11,5836.86,44.63,1.0,0.33,0.44,1.0,3.0,0.3634076277799454,0.0908520288724151,0
374331,2.0,12.0,3,2,2,2,1,1,4,2,8,280.0,236.26,,,0.15,0.2,42.25,131.25,1339.0,0.38,0.07,5.28,0.13,0.25,0.25,0.13,200.82,224.0,1.0,0.5,0.25,0.33,1.0,0.1764451082897684,,3
374340,1.0,,1,1,1,0,0,0,0,1,9,,3966.19,,,,0.05,8.67,64.44444444444444,16455.0,0.11,0.12,0.96,0.0,0.11,0.0,0.0,,,1.0,0.0,0.11,0.0,1.0,0.2410325129140079,,4
374341,,7.333333333333333,3,0,0,3,0,0,1,0,8,152.33,,,,0.1,,13.13,98.125,,0.38,0.23,1.64,0.0,0.0,0.38,0.0,,,,0.13,0.0,0.0,,,,1
375160,,,0,0,0,0,0,0,1,1,8,,,,,0.05,0.1,5.13,38.0,,0.0,0.0,0.64,0.0,0.0,0.0,0.0,,,,0.13,0.13,,,,,1
375729,1.0,2.0,3,3,3,3,3,0,3,2,8,271.33,344.05,67.94,,0.1166666666666666,0.075,17.75,131.125,1877.0,0.38,0.17,2.22,0.0,0.38,0.38,0.38,303.91,250.98,1.0,0.38,0.25,1.0,0.33,0.1832978156632925,0.0361960575386254,2
375751,1.0,3.0,3,3,3,2,2,0,0,1,8,166.5,235.85,,,,0.05,24.0,176.75,1322.0,0.38,0.13,3.0,0.0,0.38,0.25,0.25,,158.18,1.0,0.0,0.13,0.67,0.33,0.1784039334341906,,4
376159,1.0,3.0,2,1,1,2,1,0,0,0,8,127.5,367.24,,,,,12.75,95.5,2175.0,0.25,0.16,1.59,0.0,0.13,0.25,0.13,,,1.0,0.0,0.0,0.5,1.0,0.1688459770114942,,4
377069,2.0,,2,2,2,1,1,1,1,2,8,,926.67,,,,0.05,32.5,56.625,2912.0,0.25,0.06,4.06,0.13,0.25,0.13,0.13,,,1.0,0.13,0.25,0.5,1.0,0.3182245879120879,,3
377411,0.0,2.5,2,2,2,2,2,0,3,1,8,113.5,504.31,18.61,,0.1166666666666666,0.15,14.75,110.625,1493.0,0.25,0.14,1.84,0.0,0.25,0.25,0.25,445.47,96.48,1.0,0.38,0.13,1.0,0.0,0.337782987273945,0.0124648359008707,4
378565,1.0,8.8,5,2,2,5,2,0,4,0,8,144.6,354.82,21.69,,0.075,,17.0,127.125,2022.0,0.63,0.29,2.13,0.0,0.25,0.63,0.25,328.21,,1.0,0.5,0.0,0.4,0.5,0.1754797230464886,0.010727002967359,2
379543,1.0,2.0,3,3,3,3,3,0,1,1,8,231.67,385.04,,,0.1,0.15,13.0,95.625,2197.0,0.38,0.23,1.63,0.0,0.38,0.38,0.38,346.54,196.92,1.0,0.13,0.13,1.0,0.33,0.1752571688666363,,2
380434,1.0,2.333333333333333,3,3,3,3,3,0,2,1,8,265.0,356.92,71.42,,0.125,0.05,14.25,104.375,1929.0,0.38,0.21,1.78,0.0,0.38,0.38,0.38,312.31,251.75,1.0,0.25,0.13,1.0,0.33,0.1850285121824779,0.0370243649559357,2
380436,1.0,4.0,1,1,1,1,1,0,0,2,8,165.0,113.25,,16.5,,0.175,13.38,99.375,576.0,0.13,0.07,1.67,0.0,0.13,0.13,0.13,,136.13,1.0,0.0,0.25,1.0,1.0,0.1966145833333333,,4
380757,1.0,4.666666666666666,3,3,2,3,3,0,1,2,8,169.67,165.21,,12.65,0.05,0.05,15.25,114.125,1693.0,0.38,0.2,1.91,0.0,0.38,0.38,0.38,156.95,161.19,0.67,0.13,0.25,1.0,0.33,0.0975841701122268,,2
380874,2.0,1.3333333333333333,3,3,3,3,3,0,0,3,8,178.33,280.08,,35.5,,0.1833333333333333,14.63,109.0,1430.0,0.38,0.21,1.83,0.0,0.38,0.38,0.38,,145.64,1.0,0.0,0.38,1.0,0.67,0.1958601398601398,,2
380949,1.0,1.8,6,6,6,5,5,1,1,2,8,230.0,368.65,,35.4,,0.15,54.0,215.875,2040.0,0.75,0.11,6.75,0.13,0.75,0.63,0.63,,195.5,1.0,0.13,0.25,0.83,0.17,0.1807107843137254,,3
