user_id,married,gender,has_children,group_age,bags,trips_booked,flights_booked,return_booked,hotels_booked,packages_booked,cancellations,total_sessions,avg_room_price,avg_scaled_room_price,avg_flight_price,avg_flight_discount,avg_scaled_flight_price,f_discount,h_discount,f_discount_per,h_discount_per,avg_clicks,avg_scaled_clicks,avg_distance,avg_scaled_distance_km,avg_session_in_seconds,avg_scaled_session_in_seconds,trips_ratio,trips_per_click,cancellations_ratio,flights_ratio,hotels_ratio,packages_per_session,f_discounted_price,return_ratio,f_discount_ratio,h_discount_ratio,package_per_trip,bags_per_flight,price_per_km,discount_per_km,scaled_bags_per_flight,scaled_price_per_km,scaled_discount_per_km,scaled_trips_per_click,free_hotel_meal,free_checked_bag,no_cancellation_fee,exclusive_discounts,1_night_free_hotel_with_flight,segmentation
491266,True,F,False,41-55,3.0,4,4,4,2,2,0,9,157.0,0.3553299492385786,572.45,,0.201184799833415,1,1,0.2,0.05,27.33,0.0,2985.5,0.2801907279765838,201.11111111111111,0.413808870598994,0.44,0.15,0.0,0.44,0.22,0.22,457.96,1.0,0.11,0.11,0.5,0.75,0.1917434265617149,,0.1322751322751322,0.0549720158046422,,0.2419354838709677,0.3125,0.3334090018598494,0.413808870598994,0.27497240782026655,0.27959361371906777,No cancellation fee
529879,False,F,False,26-40,3.0,4,4,4,4,4,0,8,136.0,0.3020304568527918,305.6,,0.1070043305016252,0,0,,,26.86,0.0,1706.0,0.1593806061750542,201.0,0.4135802469135802,0.5,0.15,0.0,0.5,0.5,0.5,,1.0,0.0,0.0,1.0,0.75,0.1791324736225087,,0.1322751322751322,0.0509311799605036,,0.2419354838709677,0.1875,0.27625144576472505,0.4135802469135802,0.9490688200394964,0.3886067786675831,Exclusive discounts
509435,False,M,False,41-55,3.0,4,4,4,4,4,0,8,238.0,0.5609137055837563,267.16,,0.0934393076844345,1,0,0.2,,27.0,0.0,968.75,0.0897696157114531,200.75,0.4130658436213992,0.5,0.15,0.0,0.5,0.5,0.5,213.73,1.0,0.13,0.0,1.0,0.75,0.275778064516129,,0.1322751322751322,0.0818986230826477,,0.2419354838709677,0.3125,0.22814057064884807,0.4130658436213992,0.287930714910533,0.5295817715819514,1 night free hotel with flight
549631,True,F,True,41-55,3.0,4,4,3,4,4,0,9,196.25,0.4549492385786802,414.45,,0.1454229738934633,2,1,0.125,0.05,22.13,0.0,2555.0,0.2395430082145217,200.55555555555557,0.412665752171925,0.44,0.18,0.0,0.44,0.44,0.44,362.64,0.75,0.22,0.11,1.0,0.75,0.162211350293542,,0.1322751322751322,0.045509267595879,,0.2903225806451612,0.5,0.2875020786657289,0.412665752171925,0.2971904183145336,0.4474121868865658,Free hotel meal
520175,False,F,False,41-55,2.0,3,3,3,3,3,0,8,119.0,0.2588832487309644,305.42,25.72,0.1069437434780716,2,2,0.15,0.075,27.0,0.0,1675.33,0.1564850659364869,200.375,0.4122942386831276,0.38,0.11,0.0,0.38,0.38,0.38,259.61,1.0,0.25,0.25,1.0,0.67,0.1823043818232825,0.0153521992682038,0.1181657848324514,0.0519475314141797,0.0372384814323623,0.1774193548387096,0.3125,0.26443658930416786,0.4122942386831276,0.32881721529475866,0.31364890326249584,No cancellation fee
524151,False,M,False,17-25,2.0,3,2,2,2,1,0,8,194.5,0.4505076142131979,93.58,,0.0321752388481642,2,0,0.175,,21.43,0.0,543.0,0.0495703899537343,199.875,0.4112654320987653,0.38,0.14,0.0,0.25,0.25,0.13,77.2,1.0,0.25,0.0,0.33,1.0,0.1723388581952117,,0.1763668430335097,0.0487543512258113,,0.2258064516129032,0.125,0.20600594748342346,0.4112654320987653,0.34654282667871567,0.24200411122068924,No cancellation fee
665505,False,F,False,26-40,1.0,5,4,4,5,4,0,8,101.0,0.2131979695431472,271.12,58.67,0.0948378091261704,3,0,0.1166666666666666,,26.38,0.0,1526.75,0.1424558587479935,199.875,0.4112654320987654,0.63,0.19,0.0,0.5,0.63,0.5,239.49,1.0,0.38,0.0,0.8,0.25,0.1775798264286883,0.0384280334042901,0.0440917107583774,0.0504336765232664,0.0944721631583439,0.3064516129032258,0.1875,0.18450681907462346,0.4112654320987654,0.34787127054026623,0.3264949996118985,No cancellation fee
529781,True,F,True,41-55,1.0,3,1,1,3,1,0,8,103.0,0.2182741116751269,86.24,,0.0295864670941875,2,1,0.275,0.05,26.86,0.0,468.0,0.0424889056746294,199.28571428571428,0.4100529100529101,0.38,0.11,0.0,0.13,0.38,0.13,62.52,1.0,0.25,0.13,0.33,1.0,0.1842735042735042,,0.1763668430335097,0.0525784829859374,,0.1774193548387096,0.5,0.19568798542742236,0.4100529100529101,0.4023512134399161,0.16845068868296886,Free hotel meal
586887,True,F,False,26-40,1.0,5,5,5,5,5,0,8,194.6,0.4507614213197969,533.76,,0.1875308376185417,0,0,,,26.75,0.0,2564.8,0.2404683221603248,197.75,0.4068930041152263,0.63,0.19,0.0,0.63,0.63,0.63,,1.0,0.0,0.0,1.0,0.2,0.208109794135995,,0.0352733686067019,0.0602161718213455,,0.3064516129032258,0.1875,0.20393961885441647,0.4068930041152263,0.9397838281786545,0.5328974530164993,Exclusive discounts
522937,False,F,False,41-55,6.0,7,7,6,5,5,0,8,89.2,0.183248730964467,367.51,,0.1288557422128868,1,4,0.15,0.1,26.63,0.0,2265.43,0.2122017346264348,197.625,0.4066358024691358,0.88,0.26,0.0,0.88,0.63,0.63,312.38,0.86,0.13,0.5,0.71,0.86,0.1622252729062473,,0.1516754850088183,0.0455137287173133,,0.4193548387096774,0.3125,0.3024968972711549,0.4066358024691358,0.2650135618549443,0.3397744847801468,No cancellation fee
510841,False,M,False,26-40,4.0,9,9,9,9,9,1,10,155.0,0.3502538071065989,553.44,,0.1944765026268102,1,2,,0.1,26.5,0.0,2271.0,0.2127277877443112,197.5,0.4063786008230453,0.9,0.34,0.1,0.9,0.9,0.9,,1.0,0.1,0.2,1.0,0.44,0.2436988110964332,,0.0776014109347442,0.0716197014423553,,0.5483870967741935,0.1875,0.2546231854710196,0.20158834312108556,0.3046933373996952,0.561452069544622,1 night free hotel with flight
785107,False,F,False,41-55,3.0,4,3,3,4,3,0,8,179.0,0.4111675126903553,284.94,,0.0997156527457686,1,1,0.15,0.05,26.25,0.0,1533.67,0.1431089289648443,197.25,0.4058641975308642,0.5,0.15,0.0,0.38,0.5,0.38,242.2,1.0,0.13,0.13,0.75,1.0,0.1857896418395091,,0.1763668430335097,0.0530642879089192,,0.2419354838709677,0.3125,0.2933332028105455,0.4058641975308642,0.2643129056209674,0.39527668135413074,No cancellation fee
560627,False,F,False,41-55,4.0,4,4,4,4,4,1,9,143.25,0.3204314720812182,421.46,23.83,0.1478970420591588,4,1,0.0666666666666666,,26.5,0.0,2506.5,0.2349636483807005,196.875,0.4050925925925925,0.44,0.15,0.11,0.44,0.44,0.44,393.36,1.0,0.44,0.11,1.0,1.0,0.1681468182724915,0.00950728106922,0.1763668430335097,0.0474111263909041,0.0227416625549938,0.2419354838709677,0.3125,0.34605028085407163,0.2110928354662592,0.30345128017946915,0.3754861485004953,1 night free hotel with flight
510326,False,M,False,41-55,9.0,6,6,5,6,6,0,8,191.33,0.4424703891708967,277.78,114.39,0.0971868797918159,2,2,0.125,0.1,26.25,0.0,1534.0,0.143140402228307,195.0,0.4012345679012346,0.75,0.23,0.0,0.75,0.75,0.75,243.06,0.83,0.25,0.25,1.0,1.5,0.1810821382007822,0.0745697522816166,0.2645502645502645,0.0515558967880037,0.1841124172464952,0.3709677419354838,0.3125,0.315584871084268,0.4012345679012346,0.3094714483589178,0.5760666557597068,1 night free hotel with flight
520291,True,M,False,26-40,5.0,4,4,4,4,4,0,9,138.75,0.3090101522842639,505.79,,0.1776590938769459,2,2,0.125,0.075,21.5,0.0,3043.25,0.2856434708714946,194.66666666666663,0.4005486968449931,0.44,0.19,0.0,0.44,0.44,0.44,442.57,1.0,0.22,0.22,1.0,1.25,0.1662006079027355,,0.2204585537918871,0.046787516370293,,0.3064516129032258,0.1875,0.3978479139300277,0.4005486968449931,0.2970576937873546,0.3687335989641792,No cancellation fee
511398,True,M,False,26-40,3.0,5,5,4,5,5,0,8,128.0,0.281725888324873,391.89,,0.1374607801961607,0,2,,0.175,26.25,0.0,2696.2,0.2528750826173165,194.375,0.3999485596707819,0.63,0.19,0.0,0.63,0.63,0.63,,0.8,0.0,0.25,1.0,0.6,0.14534900971738,,0.1058201058201058,0.0401061905608046,,0.3064516129032258,0.1875,0.2776651697556468,0.3999485596707819,0.9598938094391954,0.421292427708676,Exclusive discounts
519694,False,F,False,26-40,2.0,4,4,4,4,4,0,8,140.67,0.3138747884940778,378.29,,0.1326599938589463,1,1,0.1,0.1,26.13,0.0,2049.75,0.1918374091209517,193.75,0.3986625514403292,0.5,0.15,0.0,0.5,0.5,0.5,340.46,1.0,0.13,0.13,1.0,0.5,0.1845542139285278,,0.0881834215167548,0.0526684287371652,,0.2419354838709677,0.1875,0.2567084012272692,0.3986625514403292,0.23093076157077547,0.39615324591253687,No cancellation fee
528354,True,M,True,41-55,2.0,3,3,3,3,3,0,8,98.33,0.2064297800338409,405.36,,0.1422159792098275,1,2,0.1,0.2,25.88,0.0,2103.67,0.1969282094860416,193.125,0.3973765432098765,0.38,0.12,0.0,0.38,0.38,0.38,364.82,1.0,0.13,0.25,1.0,0.67,0.1926918195344326,,0.1181657848324514,0.0552759024607071,,0.1935483870967741,0.5,0.2854959106993491,0.3973765432098765,0.23071869249370638,0.2800773400560273,Free hotel meal
512266,False,F,False,41-55,2.0,3,3,3,3,3,0,8,187.67,0.4331641285956006,214.47,,0.0748443854652318,1,2,0.1,0.1,25.88,0.0,1248.33,0.116167815440783,192.75,0.3966049382716049,0.38,0.12,0.0,0.38,0.38,0.38,193.02,1.0,0.13,0.25,1.0,0.67,0.1718055321910071,,0.1181657848324514,0.0485834614568311,,0.1935483870967741,0.3125,0.2394376944828085,0.3966049382716049,0.23126221606446448,0.40571217490522543,1 night free hotel with flight
524615,True,F,False,41-55,1.0,3,3,3,3,3,0,8,161.33,0.3663282571912013,143.71,,0.0498695908434772,2,1,0.15,0.15,25.63,0.0,801.33,0.0739621691373178,192.75,0.3966049382716049,0.38,0.12,0.0,0.38,0.38,0.38,122.15,1.0,0.25,0.13,1.0,0.33,0.1793393483333957,,0.0582010582010582,0.0509974673180909,,0.1935483870967741,0.3125,0.16267226242881747,0.3966049382716049,0.32892701693035836,0.37310151129773855,No cancellation fee
495482,True,F,False,26-40,1.0,5,4,4,4,3,0,10,155.75,0.3521573604060913,342.53,,0.1200399521421336,1,1,0.25,0.15,26.0,0.1,2029.0,0.1898781984703993,192.7,0.3965020576131687,0.5,0.19,0.0,0.4,0.4,0.3,256.9,1.0,0.1,0.1,0.6,0.25,0.168817151306062,,0.0440917107583774,0.0476259163249099,,0.3064516129032258,0.1875,0.20305359554775806,0.19912359418541256,0.28768409972295694,0.3250341645455557,1 night free hotel with flight
