"home_airport_lat","home_airport_lon","destination_airport_lat","destination_airport_lon","home_city","destination","haversine_distance"
"25.907","-97.426","39.717","-86.294","brownsville","indianapolis","1896.7110165290967"
"25.907","-97.426","39.872","-75.241","brownsville","philadelphia","2708.2385100257166"
"25.907","-97.426","40.64","-73.779","brownsville","new york","2877.0367492888486"
"25.907","-97.426","41.786","-87.752","brownsville","chicago","2013.3267346423638"
"25.907","-97.426","42.409","-83.01","brownsville","detroit","2333.5895392415064"
"25.907","-97.426","43.862","-79.37","brownsville","toronto","2692.02749029802"
"25.907","-97.426","45.517","-73.417","brownsville","montreal","3243.5537143375996"
"25.907","-97.426","45.589","-122.597","brownsville","portland","3335.7590309609604"
"25.907","-97.426","46.788","-71.398","brownsville","quebec","3488.1947928653167"
"25.907","-97.426","47.53","-122.302","brownsville","seattle","3459.883543236146"
"25.907","-97.426","53.667","-113.467","brownsville","edmonton","3478.699479521726"
"25.907","-80.278","22.149","113.591","miami","macau","19394.796941906367"
"25.907","-80.278","30.494","-81.688","miami","jacksonville","529.1663873437507"
"25.907","-80.278","31.849","-106.38","miami","el paso","2692.96178496462"
"25.907","-80.278","32.847","-96.852","miami","dallas","1828.4950062564221"
"25.907","-80.278","33.535","-112.383","miami","phoenix","3321.188284187428"
"25.907","-80.278","33.942","-118.408","miami","los angeles","3916.9179473408335"
"25.907","-80.278","36.124","-86.678","miami","nashville","1303.9569078077486"
"25.907","-80.278","39.872","-75.241","miami","philadelphia","1632.449727153444"
"25.907","-80.278","39.998","-82.892","miami","columbus","1588.442037090642"
"25.907","-80.278","40.64","-73.779","miami","new york","1762.411298221411"
"25.907","-80.278","41.786","-87.752","miami","chicago","1917.3148912178883"
"25.907","-80.278","42.409","-83.01","miami","detroit","1855.091908730697"
"25.907","-80.278","43.862","-79.37","miami","toronto","1998.4809655913734"
"25.907","-80.278","45.517","-73.417","miami","montreal","2285.86937866447"
"25.907","-80.278","45.589","-122.597","miami","portland","4764.92680566015"
"25.907","-80.278","47.53","-122.302","miami","seattle","4842.192132044669"
"25.907","-80.278","50.056","-97.032","miami","winnipeg","3165.099852736104"
"25.907","-80.278","51.114","-114.02","miami","calgary","4386.879625795476"
"27.544","-99.461","28.429","-81.316","laredo","orlando","1791.603608523674"
"27.544","-99.461","29.529","-98.279","laredo","san antonio","249.5869255808178"
"27.544","-99.461","29.607","-95.159","laredo","houston","482.1866617395879"
"27.544","-99.461","30.194","-97.67","laredo","austin","343.5094408102451"
"27.544","-99.461","32.847","-96.852","laredo","dallas","643.3021016060504"
"27.544","-99.461","33.535","-112.383","laredo","phoenix","1437.6149889775065"
"27.544","-99.461","33.942","-118.408","laredo","los angeles","1998.8456694862064"
"27.544","-99.461","35.214","-80.943","laredo","charlotte","2015.0424377712998"
"27.544","-99.461","36.124","-86.678","laredo","nashville","1580.633395480134"
"27.544","-99.461","37.619","-122.375","laredo","san francisco","2521.5741017778764"
"27.544","-99.461","38.852","-77.037","laredo","washington","2543.2977579638514"
"27.544","-99.461","39.175","-76.668","laredo","baltimore","2592.7093879254744"
"27.544","-99.461","39.717","-86.294","laredo","indianapolis","1875.400662618111"
"27.544","-99.461","39.872","-75.241","laredo","philadelphia","2753.303255290267"
"27.544","-99.461","40.64","-73.779","laredo","new york","2920.8224769420704"
"27.544","-99.461","41.786","-87.752","laredo","chicago","1959.6632772845267"
"27.544","-99.461","42.947","-87.896","laredo","milwaukee","2057.479015489008"
"27.544","-99.461","43.862","-79.37","laredo","toronto","2686.1545657033616"
"27.544","-99.461","45.323","-75.669","laredo","ottawa","3067.558112367035"
"27.544","-99.461","45.517","-73.417","laredo","montreal","3253.6938236472633"
"27.544","-99.461","46.788","-71.398","laredo","quebec","3497.5920519761994"
"27.544","-99.461","47.53","-122.302","laredo","seattle","3163.747801495599"
"27.544","-99.461","49.195","-123.182","laredo","vancouver","3356.2855269167885"
"27.544","-99.461","53.667","-113.467","laredo","edmonton","3216.133137200428"
"27.765","-82.627","29.529","-98.279","st. petersburg","san antonio","1552.4415163847762"
"27.765","-82.627","30.194","-97.67","st. petersburg","austin","1504.5217015739813"
"27.765","-82.627","30.494","-81.688","st. petersburg","jacksonville","317.1906610298408"
"27.765","-82.627","33.942","-118.408","st. petersburg","los angeles","3586.8659760644987"
"27.765","-82.627","35.214","-80.943","st. petersburg","charlotte","844.6644331361376"
"27.765","-82.627","38.228","-85.664","st. petersburg","louisville","1201.1424045525193"
"27.765","-82.627","39.717","-86.294","st. petersburg","indianapolis","1377.0487293403753"
"27.765","-82.627","39.872","-75.241","st. petersburg","philadelphia","1529.8037210746063"
"27.765","-82.627","39.998","-82.892","st. petersburg","columbus","1360.437146646605"
"27.765","-82.627","40.64","-73.779","st. petersburg","new york","1675.4888230885192"
"27.765","-82.627","41.786","-87.752","st. petersburg","chicago","1638.5153422980538"
"27.765","-82.627","42.409","-83.01","st. petersburg","detroit","1628.702359983496"
"27.765","-82.627","43.234","-75.407","st. petersburg","rome","1860.9212672136005"
"27.765","-82.627","43.862","-79.37","st. petersburg","toronto","1818.2869424411965"
"27.765","-82.627","45.517","-73.417","st. petersburg","montreal","2171.9144183816197"
"27.765","-82.627","45.589","-122.597","st. petersburg","portland","4403.802374390956"
"27.765","-82.627","46.788","-71.398","st. petersburg","quebec","2386.328726773348"
"27.765","-82.627","50.056","-97.032","st. petersburg","winnipeg","2855.1544093493326"
"27.765","-82.627","51.114","-114.02","st. petersburg","calgary","4034.9176824346046"
"27.77","-97.501","25.069","121.552","corpus christi","taipei","21553.7416636959"
"27.77","-97.501","29.529","-98.279","corpus christi","san antonio","210.0280199787853"
"27.77","-97.501","30.194","-97.67","corpus christi","austin","270.03694341373813"
"27.77","-97.501","32.699","-117.215","corpus christi","san diego","2015.516559988032"
"27.77","-97.501","32.82","-97.362","corpus christi","fort worth","561.6760101523182"
"27.77","-97.501","32.847","-96.852","corpus christi","dallas","568.1113327601939"
"27.77","-97.501","33.535","-112.383","corpus christi","phoenix","1598.3425560073429"
"27.77","-97.501","33.942","-118.408","corpus christi","los angeles","2168.406940717058"
"27.77","-97.501","35.214","-80.943","corpus christi","charlotte","1827.2785119515895"
"27.77","-97.501","35.393","-97.601","corpus christi","oklahoma city","847.6584687152039"
"27.77","-97.501","36.776","-119.718","corpus christi","fresno","2404.2912457116795"
"27.77","-97.501","38.781","-9.136","corpus christi","lisbon","8779.622815845807"
"27.77","-97.501","39.175","-76.668","corpus christi","baltimore","2410.2415668159033"
"27.77","-97.501","39.858","-104.667","corpus christi","denver","1517.754408081519"
"27.77","-97.501","39.872","-75.241","corpus christi","philadelphia","2570.422081893906"
"27.77","-97.501","39.998","-82.892","corpus christi","columbus","1978.5020028149675"
"27.77","-97.501","40.64","-73.779","corpus christi","new york","2737.6820651927837"
"27.77","-97.501","41.786","-87.752","corpus christi","chicago","1829.9512252426339"
"27.77","-97.501","43.862","-79.37","corpus christi","toronto","2526.5646377010535"
"27.77","-97.501","45.323","-75.669","corpus christi","ottawa","2902.2244309721996"
"27.77","-97.501","45.517","-73.417","corpus christi","montreal","3083.582730919149"
"27.77","-97.501","46.788","-71.398","corpus christi","quebec","3326.712587206012"
"27.77","-97.501","47.53","-122.302","corpus christi","seattle","3283.4744190618712"
"27.77","-97.501","50.056","-97.032","corpus christi","winnipeg","2478.4099187603315"
"27.77","-97.501","53.667","-113.467","corpus christi","edmonton","3280.0815206069233"
"27.849","-82.521","22.309","113.914","tampa","hong kong","19322.13853976307"
"27.849","-82.521","29.529","-98.279","tampa","san antonio","1560.4535816301816"
"27.849","-82.521","30.194","-97.67","tampa","austin","1512.0108193836188"
"27.849","-82.521","30.494","-81.688","tampa","jacksonville","305.2871705406093"
"27.849","-82.521","31.849","-106.38","tampa","el paso","2387.467357384343"
"27.849","-82.521","32.699","-117.215","tampa","san diego","3453.2739152751083"
"27.849","-82.521","32.847","-96.852","tampa","dallas","1514.576053885414"
"27.849","-82.521","33.535","-112.383","tampa","phoenix","3003.1561436624406"
"27.849","-82.521","35.042","-89.977","tampa","memphis","1084.8943090414707"
"27.849","-82.521","35.214","-80.943","tampa","charlotte","833.4800482206838"
"27.849","-82.521","36.08","-115.152","tampa","las vegas","3336.0771446549666"
"27.849","-82.521","36.776","-119.718","tampa","fresno","3789.3001558470196"
"27.849","-82.521","37.362","-121.929","tampa","san jose","4016.154494078715"
"27.849","-82.521","37.619","-122.375","tampa","san francisco","4066.01212787454"
"27.849","-82.521","38.228","-85.664","tampa","louisville","1194.693380888585"
"27.849","-82.521","38.852","-77.037","tampa","washington","1336.9564079427048"
"27.849","-82.521","39.998","-82.892","tampa","columbus","1351.339648104979"
"27.849","-82.521","40.64","-73.779","tampa","new york","1661.7507419458452"
"27.849","-82.521","41.786","-87.752","tampa","chicago","1632.7631050843854"
"27.849","-82.521","42.409","-83.01","tampa","detroit","1619.640067512767"
"27.849","-82.521","43.173","-79.935","tampa","hamilton","1722.7390826878636"
"27.849","-82.521","43.862","-79.37","tampa","toronto","1807.2345767003312"
"27.849","-82.521","45.323","-75.669","tampa","ottawa","2056.4031847700467"
"27.849","-82.521","49.195","-123.182","tampa","vancouver","4649.053863149768"
"27.849","-82.521","50.056","-97.032","tampa","winnipeg","2851.704358562084"
"27.849","-82.521","53.667","-113.467","tampa","edmonton","4182.976750111347"
"27.911","-82.687","-6.266","106.891","st. petersburg","jakarta","19011.188941789736"
"27.911","-82.687","29.529","-98.279","st. petersburg","san antonio","1542.5621554677334"
"27.911","-82.687","29.607","-95.159","st. petersburg","houston","1239.895526663839"
"27.911","-82.687","30.494","-81.688","st. petersburg","jacksonville","303.51490367273004"
"27.911","-82.687","32.166","-110.883","st. petersburg","tucson","2810.582712578105"
"27.911","-82.687","32.699","-117.215","st. petersburg","san diego","3434.1611707550633"
"27.911","-82.687","32.82","-97.362","st. petersburg","fort worth","1541.7855513568218"
"27.911","-82.687","32.847","-96.852","st. petersburg","dallas","1496.123468062511"
"27.911","-82.687","33.535","-112.383","st. petersburg","phoenix","2984.11879992958"
"27.911","-82.687","33.942","-118.408","st. petersburg","los angeles","3573.352281332367"
"27.911","-82.687","35.214","-80.943","st. petersburg","charlotte","829.9049292022864"
"27.911","-82.687","35.393","-97.601","st. petersburg","oklahoma city","1685.0941602056728"
"27.911","-82.687","37.362","-121.929","st. petersburg","san jose","3996.4656661214653"
"27.911","-82.687","37.619","-122.375","st. petersburg","san francisco","4046.292258091181"
"27.911","-82.687","39.858","-104.667","st. petersburg","denver","2535.5357606305606"
"27.911","-82.687","39.872","-75.241","st. petersburg","philadelphia","1517.9027037337346"
"27.911","-82.687","40.08","116.584","st. petersburg","beijing","19626.62183495599"
"27.911","-82.687","40.64","-73.779","st. petersburg","new york","1664.1201381563103"
"27.911","-82.687","41.786","-87.752","st. petersburg","chicago","1621.046982217826"
"27.911","-82.687","42.947","-87.896","st. petersburg","milwaukee","1748.4440239605733"
"27.911","-82.687","43.862","-79.37","st. petersburg","toronto","1803.2892201895593"
"27.911","-82.687","45.517","-73.417","st. petersburg","montreal","2159.1406529370784"
"27.911","-82.687","45.589","-122.597","st. petersburg","portland","4386.520246574537"
"27.911","-82.687","46.788","-71.398","st. petersburg","quebec","2374.0088703074503"
"27.911","-82.687","49.195","-123.182","st. petersburg","vancouver","4629.543882726087"
"27.911","-82.687","51.114","-114.02","st. petersburg","calgary","4016.7847228398414"
"27.975","-82.533","29.607","-95.159","tampa","houston","1253.076643934599"
"27.975","-82.533","32.82","-97.362","tampa","fort worth","1552.6550548578919"
"27.975","-82.533","32.847","-96.852","tampa","dallas","1506.8613532197626"
"27.975","-82.533","33.535","-112.383","tampa","phoenix","2995.740789218631"
"27.975","-82.533","34.446","108.752","tampa","xi'an","18797.882893187358"
"27.975","-82.533","35.214","-80.943","tampa","charlotte","819.9085184993082"
"27.975","-82.533","35.339","25.18","tampa","heraklion","10609.016783613572"
"27.975","-82.533","35.393","-97.601","tampa","oklahoma city","1694.0291077137792"
"27.975","-82.533","37.619","-122.375","tampa","san francisco","4056.755782292535"
"27.975","-82.533","39.717","-86.294","tampa","indianapolis","1356.8259563553916"
"27.975","-82.533","39.998","-82.892","tampa","columbus","1337.3021250872716"
"27.975","-82.533","40.64","-73.779","tampa","new york","1649.8687471360433"
"27.975","-82.533","42.364","-71.005","tampa","boston","1959.9098984491434"
"27.975","-82.533","42.409","-83.01","tampa","detroit","1605.599869778039"
"27.975","-82.533","43.173","-79.935","tampa","hamilton","1709.0153059839797"
"27.975","-82.533","43.862","-79.37","tampa","toronto","1793.575045691092"
"27.975","-82.533","45.323","-75.669","tampa","ottawa","2043.3014515694897"
"27.975","-82.533","46.788","-71.398","tampa","quebec","2360.3682883146876"
"27.975","-82.533","47.53","-122.302","tampa","seattle","4469.791081313328"
"27.975","-82.533","49.195","-123.182","tampa","vancouver","4636.895642420956"
"27.975","-82.533","50.056","-97.032","tampa","winnipeg","2838.1569162219557"
"27.975","-82.533","51.114","-114.02","tampa","calgary","4022.4319357532136"
"27.975","-82.533","53.667","-113.467","tampa","edmonton","4169.934691903535"
"28.429","-81.316","30.494","-81.688","orlando","jacksonville","232.47086578995754"
"28.429","-81.316","31.849","-106.38","orlando","el paso","2480.1658002242016"
"28.429","-81.316","32.166","-110.883","orlando","tucson","2920.8646454172926"
"28.429","-81.316","32.847","-96.852","orlando","dallas","1596.610295855967"
"28.429","-81.316","33.942","-118.408","orlando","los angeles","3678.4130257995917"
"28.429","-81.316","35.393","-97.601","orlando","oklahoma city","1770.6842064824875"
"28.429","-81.316","36.776","-119.718","orlando","fresno","3868.0682545790605"
"28.429","-81.316","37.362","-121.929","orlando","san jose","4093.601088529443"
"28.429","-81.316","37.619","-122.375","orlando","san francisco","4142.878215562767"
"28.429","-81.316","38.228","-85.664","orlando","louisville","1169.565491085583"
"28.429","-81.316","38.852","-77.037","orlando","washington","1232.1515238707927"
"28.429","-81.316","39.858","-104.667","orlando","denver","2613.147147324086"
"28.429","-81.316","39.872","-75.241","orlando","philadelphia","1404.1876755970795"
"28.429","-81.316","40.64","-73.779","orlando","new york","1544.8685790157542"
"28.429","-81.316","41.786","-87.752","orlando","chicago","1613.001807814449"
"28.429","-81.316","42.409","-83.01","orlando","detroit","1563.2370660322779"
"28.429","-81.316","43.862","-79.37","orlando","toronto","1726.51343119642"
"28.429","-81.316","45.445","9.277","orlando","milan","9058.276733704093"
"28.429","-81.316","46.788","-71.398","orlando","quebec","2259.9995346683136"
"28.429","-81.316","47.53","-122.302","orlando","seattle","4535.716159566344"
"28.429","-81.316","50.056","-97.032","orlando","winnipeg","2853.8130768580004"
"28.545","-81.333","29.529","-98.279","orlando","san antonio","1658.8283503686878"
"28.545","-81.333","29.607","-95.159","orlando","houston","1355.6200808930062"
"28.545","-81.333","30.194","-97.67","orlando","austin","1606.2307908833707"
"28.545","-81.333","32.166","-110.883","orlando","tucson","2914.2693491003392"
"28.545","-81.333","32.699","-117.215","orlando","san diego","3535.111311142915"
"28.545","-81.333","33.942","-118.408","orlando","los angeles","3670.7189291109667"
"28.545","-81.333","35.214","-80.943","orlando","charlotte","742.5039360059773"
"28.545","-81.333","36.776","-119.718","orlando","fresno","3859.375374541098"
"28.545","-81.333","37.362","-121.929","orlando","san jose","4084.645916938739"
"28.545","-81.333","38.228","-85.664","orlando","louisville","1156.7797180982886"
"28.545","-81.333","39.872","-75.241","orlando","philadelphia","1392.9417704192267"
"28.545","-81.333","39.998","-82.892","orlando","columbus","1282.5311756986089"
"28.545","-81.333","40.64","-73.779","orlando","new york","1533.954530751447"
"28.545","-81.333","41.786","-87.752","orlando","chicago","1600.211120306105"
"28.545","-81.333","46.788","-71.398","orlando","quebec","2248.6132706282783"
"28.545","-81.333","47.53","-122.302","orlando","seattle","4524.329706091647"
"28.545","-81.333","49.195","-123.182","orlando","vancouver","4688.363514863946"
"29.384","-98.581","29.607","-95.159","san antonio","houston","332.47512673145854"
"29.384","-98.581","30.122","31.406","san antonio","cairo","12594.391011655449"
"29.384","-98.581","30.194","-97.67","san antonio","austin","126.10368917408925"
"29.384","-98.581","31.849","-106.38","san antonio","el paso","803.7987898746401"
"29.384","-98.581","32.166","-110.883","san antonio","tucson","1231.396268691583"
"29.384","-98.581","32.699","-117.215","san antonio","san diego","1842.6452799887502"
"29.384","-98.581","32.847","-96.852","san antonio","dallas","419.9127645083587"
"29.384","-98.581","33.535","-112.383","san antonio","phoenix","1414.6535544115516"
"29.384","-98.581","33.942","-118.408","san antonio","los angeles","1986.718854423402"
"29.384","-98.581","35.214","-80.943","san antonio","charlotte","1827.7201741207484"
"29.384","-98.581","35.393","-97.601","san antonio","oklahoma city","674.8536694402958"
"29.384","-98.581","36.08","-115.152","san antonio","las vegas","1769.7539397072749"
"29.384","-98.581","36.124","-86.678","san antonio","nashville","1375.3628416283861"
"29.384","-98.581","36.776","-119.718","san antonio","fresno","2206.692547451926"
"29.384","-98.581","37.362","-121.929","san antonio","san jose","2429.842760447687"
"29.384","-98.581","37.619","-122.375","san antonio","san francisco","2480.5279991697416"
"29.384","-98.581","38.228","-85.664","san antonio","louisville","1591.6184659163769"
"29.384","-98.581","38.852","-77.037","san antonio","washington","2337.7955414937537"
"29.384","-98.581","39.175","-76.668","san antonio","baltimore","2385.9432125109283"
"29.384","-98.581","39.717","-86.294","san antonio","indianapolis","1654.4547769099427"
"29.384","-98.581","39.872","-75.241","san antonio","philadelphia","2544.338921316254"
"29.384","-98.581","39.998","-82.892","san antonio","columbus","1924.4252364303993"
"29.384","-98.581","40.64","-73.779","san antonio","new york","2709.395449172897"
"29.384","-98.581","41.786","-87.752","san antonio","chicago","1732.741298398869"
"29.384","-98.581","42.364","-71.005","san antonio","boston","3036.6630114550694"
"29.384","-98.581","42.409","-83.01","san antonio","detroit","2091.270108254888"
"29.384","-98.581","43.173","-79.935","san antonio","hamilton","2369.467834725165"
"29.384","-98.581","43.862","-79.37","san antonio","toronto","2460.8836019741925"
"29.384","-98.581","45.323","-75.669","san antonio","ottawa","2840.5630412307964"
"29.384","-98.581","45.517","-73.417","san antonio","montreal","3026.8873989855315"
"29.384","-98.581","45.589","-122.597","san antonio","portland","2942.931277941653"
"29.384","-98.581","46.788","-71.398","san antonio","quebec","3268.2037694994833"
"29.384","-98.581","47.53","-122.302","san antonio","seattle","3058.262757345916"
"29.384","-98.581","49.195","-123.182","san antonio","vancouver","3245.5326084494404"
"29.384","-98.581","50.056","-97.032","san antonio","winnipeg","2303.4140696385784"
"29.384","-98.581","51.114","-114.02","san antonio","calgary","2841.7215517600744"
"29.384","-98.581","52.309","4.764","san antonio","amsterdam","10332.213086508309"
"29.384","-98.581","53.667","-113.467","san antonio","edmonton","3061.0916862755353"
"29.529","-98.279","29.607","-95.159","san antonio","houston","301.98208516776816"
"29.529","-98.279","30.194","-97.67","san antonio","austin","94.54586696453157"
"29.529","-98.279","30.494","-81.688","san antonio","jacksonville","1608.7482747142788"
"29.529","-98.279","31.849","-106.38","san antonio","el paso","825.1253442939602"
"29.529","-98.279","32.166","-110.883","san antonio","tucson","1254.1822455185975"
"29.529","-98.279","32.699","-117.215","san antonio","san diego","1865.6414636942034"
"29.529","-98.279","32.82","-97.362","san antonio","fort worth","376.52770732290867"
"29.529","-98.279","32.847","-96.852","san antonio","dallas","393.91502975650695"
"29.529","-98.279","33.535","-112.383","san antonio","phoenix","1435.410806868021"
"29.529","-98.279","33.942","-118.408","san antonio","los angeles","2008.329464978975"
"29.529","-98.279","35.042","-89.977","san antonio","memphis","1010.3992632461182"
"29.529","-98.279","35.214","-80.943","san antonio","charlotte","1792.4055689504992"
"29.529","-98.279","35.393","-97.601","san antonio","oklahoma city","655.3094773153521"
"29.529","-98.279","36.08","-115.152","san antonio","las vegas","1787.5865512888981"
"29.529","-98.279","36.124","-86.678","san antonio","nashville","1340.701230260336"
"29.529","-98.279","36.776","-119.718","san antonio","fresno","2225.2270072841197"
"29.529","-98.279","37.362","-121.929","san antonio","san jose","2448.273530766081"
"29.529","-98.279","37.619","-122.375","san antonio","san francisco","2498.7923911761663"
"29.529","-98.279","38.228","-85.664","san antonio","louisville","1557.2910892741454"
"29.529","-98.279","38.852","-77.037","san antonio","washington","2301.7857579045894"
"29.529","-98.279","39.175","-76.668","san antonio","baltimore","2349.8895308092697"
"29.529","-98.279","39.717","-86.294","san antonio","indianapolis","1621.0414777296485"
"29.529","-98.279","39.858","-104.667","san antonio","denver","1304.2145936219927"
"29.529","-98.279","39.872","-75.241","san antonio","philadelphia","2508.1107389175363"
"29.529","-98.279","39.998","-82.892","san antonio","columbus","1889.75559053095"
"29.529","-98.279","40.64","-73.779","san antonio","new york","2672.990411642033"
"29.529","-98.279","41.786","-87.752","san antonio","chicago","1701.3745156166578"
"29.529","-98.279","42.364","-71.005","san antonio","boston","2999.9365270163066"
"29.529","-98.279","42.409","-83.01","san antonio","detroit","2057.4975308362054"
"29.529","-98.279","42.947","-87.896","san antonio","milwaukee","1798.6166262464508"
"29.529","-98.279","43.173","-79.935","san antonio","hamilton","2334.806214328534"
"29.529","-98.279","43.862","-79.37","san antonio","toronto","2426.2425002481323"
"29.529","-98.279","45.323","-75.669","san antonio","ottawa","2805.2029889051246"
"29.529","-98.279","45.517","-73.417","san antonio","montreal","2991.0005805183496"
"29.529","-98.279","45.589","-122.597","san antonio","portland","2953.6730397354886"
"29.529","-98.279","47.53","-122.302","san antonio","seattle","3067.2563194704335"
"29.529","-98.279","49.195","-123.182","san antonio","vancouver","3253.680771030453"
"29.529","-98.279","50.056","-97.032","san antonio","winnipeg","2285.583553214701"
"29.529","-98.279","51.114","-114.02","san antonio","calgary","2842.443838356197"
"29.529","-98.279","53.667","-113.467","san antonio","edmonton","3059.829627166575"
"29.534","-98.47","-37.008","174.792","san antonio","auckland","27452.40946588492"
"29.534","-98.47","-29.97","30.95","san antonio","durban","14161.277062786457"
"29.534","-98.47","-22.809","-43.244","san antonio","rio de janeiro","7900.519188843585"
"29.534","-98.47","1.641","103.669","san antonio","johor bahru","19800.226095482984"
"29.534","-98.47","29.607","-95.159","san antonio","houston","320.42360761709625"
