"user_id","has_children","group_age","avg_scaled_room_price","f_discount_per","f_discount_ratio","packages_per_session","flights_ratio","cancellations_ratio","hotels_ratio","avg_scaled_session_in_seconds","return_ratio","avg_scaled_distance_km","avg_scaled_nights","scaled_bags_per_flight","scaled_price_per_km","scaled_clicks_per_session"
"249521","true","55+","0.38781725888324873097","0.20000000000000000000","0.09","0.36","0.36","0.00","0.45","0.2331275720164609","1.00","0.30674629402322726844","0.00000000000000000000","0.17636684303350970018","0.01976716995359311131","0.23821989528795811518"
"252835","true","26-40","0.29568527918781725888","0.30000000000000000000","0.14","0.57","0.71","0.07","0.57","0.28686556927297674","0.90","0.14650174676612217921","0.00000000000000000000","0.14109347442680776014","0.05109728480448040511","0.21727748691099476440"
"258451","false","17-25","0.51184433164128595600","0.15000000000000000000","0.25","0.08","0.08","0.08","0.25","0.13415637860082302","0.00","","0.66666666666666666667","","","0.07068062827225130890"
"264470","true","41-55","0.46446700507614213198","0.10000000000000000000","0.18","0.18","0.18","0.00","0.18","0.1820052375607931","1.00","0.22410537248607308092","0.00000000000000000000","0.08818342151675485009","0.05201841844206272234","0.15706806282722513089"
"276512","true","41-55","0.21065989847715736041","0.11666666666666666667","0.25","0.08","0.08","0.00","0.08","0.21536351165980797","1.00","0.22575771881786422434","0.00000000000000000000","0.17636684303350970018","0.04616406015565372521","0.18324607329842931937"
"281952","false","26-40","0.36611675126903553300","","0.00","0.36","0.45","0.00","0.36","0.30770669659558547","1.00","0.14174771032008308941","0.00000000000000000000","0.14109347442680776014","0.15398380669558041007","0.35602094240837696335"
"283325","false","41-55","0.32931472081218274112","0.11250000000000000000","0.31","0.31","0.31","0.00","0.38","0.22871161760050646","1.00","0.19412708903786233595","0.00000000000000000000","0.08818342151675485009","0.04734677903580158455","0.17801047120418848168"
"290123","false","26-40","0.56598984771573604061","","0.00","0.54","0.62","0.00","0.54","0.3081671415004748","0.88","0.22778774431120762912","0.00000000000000000000","0.15520282186948853616","0.07743227104888341137","0.28272251308900523560"
"297546","false","41-55","0.26686004350978970268","0.10000000000000000000","0.08","0.42","0.50","0.00","0.58","0.36608367626886146","0.83","0.18293834387687659334","0.14285714285714285714","0.11816578483245149912","0.06008038297566128370","0.39790575916230366492"
"298253","true","41-55","0.11928934010152284264","0.30000000000000000000","0.25","0.08","0.25","0.00","0.08","0.2001028806584362","1.00","0.28404620275076322664","0.00000000000000000000","0.11816578483245149912","0.05063324061718298455","0.15968586387434554974"
"299476","false","26-40","0.23350253807106598985","0.20000000000000000000","0.23","0.31","0.31","0.08","0.31","0.27537722908093276","1.00","0.38631857237276933245","0.00000000000000000000","0.04409171075837742504","0.02811875864142400053","0.27225130890052356021"
"306165","false","17-25","","0.10000000000000000000","0.09","0.00","0.00","0.00","0.00","0.19266741488963712","","","","","","0.17539267015706806283"
"306819","true","55+","0.71489001692047377326","0.10000000000000000000","0.27","0.27","0.27","0.09","0.27","0.14609053497942387","1.00","0.04472350738048028200","0.00000000000000000000","0.05820105820105820106","0.05221890345449643999","0.12565445026178010471"
"312488","false","26-40","0.41708967851099830795","0.25000000000000000000","0.09","0.27","0.27","0.00","0.27","0.1962214739992518","1.00","0.31640071759040694930","0.00000000000000000000","0.17636684303350970018","0.05068700589880417467","0.18062827225130890052"
"313724","false","41-55","0.46573604060913705584","0.10000000000000000000","0.20","0.70","0.70","0.10","0.80","0.28600823045267487","1.00","0.17761711426143491104","0.00000000000000000000","0.12522045855379188713","0.05733449752428029765","0.42931937172774869110"
"316527","true","41-55","0.49492385786802030457","0.17500000000000000000","0.18","0.36","0.36","0.00","0.36","0.26281331836887395","1.00","0.18152204702105561326","0.00000000000000000000","0.04409171075837742504","0.06535696169790798306","0.28272251308900523560"
"317688","true","26-40","0.17005076142131979696","0.24999999999999995000","0.17","0.42","0.50","0.00","0.42","0.23405349794238686","1.00","0.14439933276681459100","0.00000000000000000000","0.08818342151675485009","0.06571737768976453974","0.21204188481675392670"
"322867","false","41-55","0.35279187817258883249","0.12500000000000000000","0.18","0.18","0.18","0.00","0.27","0.1939768050879162","1.00","0.20083089415541497498","0.00000000000000000000","0.08818342151675485009","0.04896843679961199843","0.17801047120418848168"
"324191","false","26-40","0.25507614213197969544","0.11666666666666666667","0.27","0.36","0.36","0.00","0.36","0.1697530864197531","1.00","0.18274950429610046266","0.00000000000000000000","0.08818342151675485009","0.04657381032015739122","0.14136125654450261780"
"328590","false","55+","0.35363790186125211506","0.10000000000000000000","0.18","0.36","0.55","0.09","0.36","0.24259259259259255","1.00","0.32544928083592987757","0.00000000000000000000","0.02998236331569664903","0.06563310201461910646","0.29842931937172774869"
"330764","false","26-40","0.27347715736040609137","0.12500000000000000000","0.27","0.18","0.27","0.09","0.45","0.2160493827160494","1.00","0.06599943348125767161","0.00000000000000000000","0.17636684303350970018","0.12609958669595658214","0.24607329842931937173"
"330893","true","41-55","0.30710659898477157360","","0.00","0.27","0.27","0.00","0.27","0.23849607182940516","1.00","0.14968684102854624996","0.00000000000000000000","0.11816578483245149912","0.05092948745889437589","0.24607329842931937173"
"331039","true","41-55","0.50930626057529610829","0.10000000000000000000","0.18","0.27","0.27","0.09","0.27","0.3108866442199776","1.00","0.21987221855034148491","0.00000000000000000000","0.35273368606701940035","0.20821234187358743917","0.31675392670157068063"
"334787","false","41-55","0.42994923857868020305","0.06666666666666666667","0.27","0.45","0.45","0.00","0.45","0.2755331088664423","1.00","0.14151638183363232934","0.00000000000000000000","0.17636684303350970018","0.07550618807166086244","0.30628272251308900524"
"337227","false","26-40","0.07614213197969543147","","0.00","0.10","0.10","0.00","0.10","0.17674897119341565","1.00","0.01000849778113492588","0.00000000000000000000","0.17636684303350970018","0.10924701233175134672","0.18062827225130890052"
"338086","true","26-40","0.34961928934010152285","0.30000000000000000000","0.08","0.33","0.33","0.00","0.33","0.252914951989026","1.00","0.21881786422434142196","0.00000000000000000000","0.13227513227513227513","0.11011452651386258694","0.23560209424083769634"
"340166","true","41-55","0.55837563451776649746","0.22500000000000000000","0.18","0.00","0.00","0.00","0.09","0.14047886270108492","","","0.00000000000000000000","","","0.09424083769633507853"
"343928","false","55+","0.36886632825719120135","0.29999999999999995000","0.20","0.30","0.40","0.00","0.30","0.2444444444444444","1.00","0.12485443615648506593","0.00000000000000000000","0.08818342151675485009","0.06629175542676119432","0.29842931937172774869"
"347778","false","41-55","0.40355329949238578680","0.13333333333333333333","0.23","0.54","0.62","0.00","0.62","0.3515352959797404","1.00","0.28133556793503918421","0.00000000000000000000","0.13227513227513227513","0.07572020035270138287","0.33769633507853403141"
"348817","false","26-40","0.39543147208121827411","0.05000000000000000000","0.10","0.40","0.40","0.00","0.60","0.27695473251028807","1.00","0.22559248418468511000","0.00000000000000000000","0.17636684303350970018","0.05210030897457611437","0.35602094240837696335"
"348863","false","55+","","","0.00","0.00","0.00","0.00","0.00","0.16442199775533112","","","","","","0.13350785340314136126"
"349132","false","41-55","0.47258883248730964467","0.17500000000000000000","0.18","0.27","0.27","0.00","0.45","0.23138795361017586","1.00","0.15997859818084537186","0.00000000000000000000","0.11816578483245149912","0.06787477431232257900","0.23560209424083769634"
"350648","false","17-25","0.43485617597292724196","0.17500000000000000000","0.33","0.33","0.33","0.11","0.33","0.2736625514403292","1.00","0.11472004532149938627","0.00000000000000000000","0.00000000000000000000","0.04471754153845854979","0.39528795811518324607"
"353271","true","26-40","0.27284263959390862944","0.15000000000000000000","0.10","0.20","0.20","0.00","0.20","0.1740740740740741","1.00","0.10943253705976772732","0.00000000000000000000","0.00000000000000000000","0.39374839332867543187","0.17277486910994764398"
"353694","true","26-40","0.27241962774957698816","0.07500000000000000000","0.44","0.33","0.33","0.00","0.33","0.20004572473708276","0.67","0.12449249362666414881","0.00000000000000000000","0.11816578483245149912","0.22790556287280205324","0.25916230366492146597"
"354050","false","41-55","0.29847715736040609137","0.05000000000000000000","0.09","0.55","0.55","0.00","0.55","0.3034044145155256","0.83","0.16833474963018915431","0.00000000000000000000","0.02998236331569664903","0.05351346284650839927","0.34816753926701570681"
"354260","false","41-55","0.61675126903553299492","0.15000000000000000000","0.22","0.11","0.33","0.00","0.11","0.22382258802011887","1.00","0.23985774084914864822","0.00000000000000000000","0.17636684303350970018","0.05212227965391879847","0.30366492146596858639"
"354311","false","41-55","0.20304568527918781726","0.12500000000000000000","0.18","0.09","0.18","0.00","0.09","0.15843621399176955","1.00","0.30407893494476442262","0.00000000000000000000","0.08818342151675485009","0.04661034455202676820","0.12041884816753926702"
"354950","false","41-55","0.31598984771573604061","","0.00","0.22","0.22","0.00","0.22","0.20461819844535892","1.00","0.24501935605702955340","0.00000000000000000000","0.17636684303350970018","0.07325369871064982078","0.26178010471204188482"
"356046","false","26-40","0.39720812182741116751","0.15000000000000000000","0.20","0.40","0.40","0.00","0.40","0.22407407407407404","1.00","0.17342554999527901048","0.00000000000000000000","0.04409171075837742504","0.05991010689412551179","0.25916230366492146597"
"357737","true","41-55","0.35786802030456852792","","0.08","0.67","0.67","0.08","0.75","0.24392068836513278","1.00","0.19947360966858653574","0.00000000000000000000","0.04409171075837742504","0.04865053166029026876","0.26439790575916230366"
"359072","true","41-55","0.29653130287648054146","0.20000000000000000000","0.23","0.46","0.46","0.08","0.46","0.30490086045641607","1.00","0.12870991093066440059","0.00000000000000000000","0.05820105820105820106","0.08185074205234983538","0.27486910994764397906"
"359080","false","41-55","0.76332487309644670051","0.10000000000000000000","0.09","0.27","0.55","0.00","0.36","0.2895622895622896","1.00","0.22757057879331507884","0.00000000000000000000","0.11816578483245149912","0.05211228216957255756","0.32198952879581151832"
"359653","false","55+","0.40203045685279187817","0.25000000000000000000","0.09","0.45","0.45","0.00","0.45","0.27515899738121957","1.00","0.19960343688037012558","0.00000000000000000000","0.14109347442680776014","0.05297057833034625896","0.30628272251308900524"
"361459","true","41-55","0.37563451776649746193","0.20000000000000000000","0.08","0.08","0.08","0.00","0.08","0.1051097393689986","1.00","0.22528561986592389765","0.00000000000000000000","0.17636684303350970018","0.04603627418704231956","0.02356020942408376963"
"361759","false","41-55","0.15905245346869712352","0.16250000000000000000","0.33","0.25","0.42","0.00","0.25","0.21467764060356653","1.00","0.31337928429798885846","0.00000000000000000000","0.14109347442680776014","0.07320376952780721078","0.18324607329842931937"
"363535","false","26-40","0.40913705583756345178","0.18333333333333333333","0.36","0.45","0.45","0.09","0.45","0.18152720621856422","0.80","0.14982532338778207913","0.00000000000000000000","0.10582010582010582011","0.05295343034835835160","0.15968586387434554974"
"365825","false","41-55","0.52741116751269035533","0.10000000000000000000","0.20","0.30","0.30","0.10","0.50","0.23845450388660266","0.33","0.10707204230006609386","0.00000000000000000000","0.05820105820105820106","0.02665175758764027287","0.33507853403141361257"
"371201","true","26-40","0.13197969543147208122","0.27499999999999995000","0.20","0.10","0.20","0.00","0.10","0.2526748971193416","1.00","0.23250873383061089605","0.00000000000000000000","0.26455026455026455026","0.05197775628512556292","0.31151832460732984293"
"372970","false","26-40","0.41201353637901861252","0.12500000000000000000","0.22","0.33","0.33","0.00","0.33","0.21033379058070417","1.00","0.38051175526390331414","0.00000000000000000000","0.05820105820105820106","0.09764195344845679372","0.27225130890052356021"
"373489","true","26-40","0.51522842639593908630","0.22500000000000000000","0.33","0.08","0.17","0.00","0.17","0.21656378600823048","1.00","0.13775847417618732886","0.00000000000000000000","0.44091710758377425044","0.16668282165412074719","0.18848167539267015707"
"374331","false","41-55","0.47969543147208121828","0.13000000000000000000","0.55","0.18","0.27","0.09","0.27","0.1425925925925926","1.00","0.08667736757624398074","0.00000000000000000000","0.11816578483245149912","0.05000756992169309288","0.11780104712041884817"
"374340","false","26-40","0.21573604060913705584","","0.00","0.00","0.08","0.00","0.08","0.12813318368873922","1.00","","0.00000000000000000000","0.17636684303350970018","","0.06020942408376963351"
"374341","false","17-25","0.30076142131979695432","0.10000000000000000000","0.11","0.11","0.11","0.00","0.44","0.2185642432556013","1.00","","0.00000000000000000000","0.17636684303350970018","","0.29057591623036649215"
"375160","false","17-25","","0.05000000000000000000","0.09","0.00","0.00","0.00","0.09","0.10905349794238682","","","","","","0.04712041884816753927"
"375729","false","41-55","0.20981387478849407784","0.11000000000000000000","0.42","0.33","0.42","0.00","0.33","0.2417695473251029","1.00","0.13849494854121423851","0.00000000000000000000","0.07054673721340388007","0.05206718363456037412","0.22513089005235602094"
"375751","false","41-55","0.37944162436548223350","0.20000000000000000000","0.09","0.18","0.27","0.00","0.18","0.3059670781893004","1.00","0.12309193340257451295","0.00000000000000000000","0.05820105820105820106","0.05071201224240316081","0.35863874345549738220"
"376159","false","41-55","0.36632825719120135364","","0.00","0.20","0.20","0.00","0.30","0.21378600823045266","1.00","0.19356057029553394392","0.00000000000000000000","0.17636684303350970018","0.05008271741649978325","0.24083769633507853403"
"377069","false","55+","","0.20000000000000000000","0.20","0.10","0.20","0.10","0.10","0.10761316872427984","1.00","0.27325087338306108960","","0.17636684303350970018","0.09549945356899628535","0.07853403141361256545"
"377411","false","26-40","0.23604060913705583756","0.11666666666666666667","0.27","0.27","0.27","0.00","0.27","0.23269734380845494","1.00","0.20832153085953482517","0.00000000000000000000","0.05820105820105820106","0.07445516924779387593","0.23821989528795811518"
"378565","true","26-40","0.31006768189509306261","0.09166666666666666667","0.60","0.30","0.40","0.00","0.60","0.26769547325102877","1.00","0.16879898026626380890","0.00000000000000000000","0.13227513227513227513","0.05144427078277883084","0.33246073298429319372"
"379543","false","55+","0.49746192893401015229","0.10000000000000000000","0.10","0.40","0.40","0.00","0.50","0.23662551440329221","1.00","0.18062505901236899254","0.00000000000000000000","0.08818342151675485009","0.05004594265811397358","0.28272251308900523560"
"380434","true","41-55","0.50253807106598984771","0.12500000000000000000","0.17","0.42","0.42","0.00","0.42","0.21364883401920443","1.00","0.17035218581814748371","0.00000000000000000000","0.10582010582010582011","0.05233350089785530830","0.18324607329842931937"
"380436","false","41-55","0.33164128595600676819","0.05000000000000000000","0.10","0.30","0.30","0.00","0.30","0.2594650205761317","1.00","0.12737229723350014163","0.00000000000000000000","0.11816578483245149912","0.04776349748805078559","0.32460732984293193717"
"380757","true","41-55","0.32081218274111675127","0.05000000000000000000","0.09","0.45","0.45","0.00","0.45","0.22615039281705948","0.80","0.17005004248890567463","0.00000000000000000000","0.03527336860670194004","0.03759779526289730085","0.22774869109947643979"
"380874","false","41-55","0.41116751269035532995","","0.00","0.33","0.42","0.00","0.33","0.264917695473251","1.00","0.09226701916721744878","0.00000000000000000000","0.10582010582010582011","0.05546042280354940894","0.25392670157068062827"
"380949","false","41-55","0.50169204737732656514","","0.09","0.55","0.64","0.09","0.55","0.2337448559670782","1.00","0.19969785667075819092","0.00000000000000000000","0.02469135802469135802","0.05028228771326699154","0.28010471204188481675"
"381259","true","17-25","0.12944162436548223350","","0.00","0.11","0.22","0.00","0.11","0.18861454046639228","1.00","0.26829383438768765933","0.00000000000000000000","0.08818342151675485009","0.05322055145936091074","0.23298429319371727749"
"381465","false","26-40","0.29086294416243654822","0.07500000000000000000","0.30","0.30","0.40","0.10","0.50","0.30066872427983543","0.50","0.24032197148522330281","0.00000000000000000000","0.00000000000000000000","0.05484996726440685655","0.41099476439790575916"
"382181","false","26-40","0.44077834179357021997","0.17500000000000000000","0.18","0.27","0.45","0.00","0.27","0.2289562289562289","1.00","0.21924275328108771598","0.00000000000000000000","0.07054673721340388007","0.05104483577850539829","0.23560209424083769634"
"382384","false","55+","0.32868020304568527919","","0.00","0.20","0.20","0.00","0.20","0.160082304526749","1.00","0.12968558209800774242","0.00000000000000000000","0.17636684303350970018","0.04956962241121073012","0.14921465968586387435"
"382533","false","17-25","","0.20000000000000000000","0.09","0.00","0.00","0.00","0.00","0.10998877665544332","","","","","","0.04712041884816753927"
"385689","true","41-55","0.39441624365482233503","0.15000000000000000000","0.18","0.27","0.27","0.00","0.45","0.1773288439955107","1.00","0.18147483712586158059","0.00000000000000000000","0.05820105820105820106","0.06479243579381552729","0.15183246073298429319"
"386255","true","26-40","0.49365482233502538071","0.10000000000000000000","0.27","0.09","0.09","0.00","0.18","0.1416011971567527","1.00","0.22519120007553583231","0.00000000000000000000","0.00000000000000000000","0.05120782169427650157","0.09685863874345549738"
"386469","false","17-25","","0.30000000000000000000","0.10","0.00","0.00","0.00","0.10","0.18641975308641978","","","0.00000000000000000000","","","0.19633507853403141361"
"386914","true","41-55","0.51522842639593908630","0.10000000000000000000","0.17","0.25","0.33","0.08","0.25","0.17849794238683128","1.00","0.16320460768577093759","0.00000000000000000000","0.39682539682539682540","0.05712041767148699630","0.15183246073298429319"
"387282","true","26-40","0.46827411167512690356","0.17500000000000000000","0.22","0.11","0.11","0.00","0.22","0.1833561957018747","1.00","0.21027287319422150883","0.00000000000000000000","0.00000000000000000000","0.04236149168318378086","0.23036649214659685864"
"387783","true","41-55","0.43570219966159052454","0.45000000000000000000","0.11","0.11","0.22","0.00","0.33","0.16575217192501143","1.00","0.29440090642998772543","0.33333333333333333333","0.26455026455026455026","0.15788151610330144768","0.19371727748691099476"
"388328","true","41-55","0.37715736040609137056","0.10000000000000000000","0.30","0.30","0.40","0.00","0.50","0.22921810699588474","1.00","0.23954300821452176377","0.00000000000000000000","0.22045855379188712522","0.08206253970335453683","0.27225130890052356021"
"388767","true","41-55","0.32148900169204737733","","0.00","0.20","0.20","0.00","0.30","0.22201646090534982","1.00","0.13988291945991879898","0.00000000000000000000","0.17636684303350970018","0.04915562905320682467","0.25392670157068062827"
"388947","false","26-40","0.39086294416243654822","0.19999999999999996667","0.27","0.18","0.36","0.00","0.18","0.1730265619154508","1.00","0.19481163251817580965","0.00000000000000000000","0.13227513227513227513","0.05177032788605202163","0.14397905759162303665"
"389434","false","41-55","0.31281725888324873097","0.11666666666666666667","0.40","0.80","0.80","0.10","0.80","0.2556012802926383","1.00","0.22235860636389387216","0.00000000000000000000","0.13227513227513227513","0.05443633717482141851","0.36910994764397905759"
"389662","false","26-40","0.33121827411167512690","0.15000000000000000000","0.30","0.30","0.40","0.00","0.40","0.33036122542295376","1.00","0.20491455008969880087","0.00000000000000000000","0.08818342151675485009","0.05009995731343460356","0.44240837696335078534"
"389759","true","26-40","0.50824873096446700508","0.16666666666666666667","0.33","0.44","0.44","0.00","0.44","0.1970164609053498","1.00","0.37890661882730620338","0.00000000000000000000","0.04409171075837742504","0.07428976564442673972","0.25130890052356020942"
"390811","false","26-40","0.25211505922165820643","0.10000000000000000000","0.08","0.50","0.50","0.00","0.50","0.24845679012345678","1.00","0.26524092783180688005","0.00000000000000000000","0.11816578483245149912","0.04884941259283874854","0.23036649214659685864"
"392453","false","55+","0.15355329949238578680","0.07500000000000000000","0.18","0.18","0.18","0.00","0.18","0.16292555181444068","1.00","0.23128127655556604665","0.00000000000000000000","0.08818342151675485009","0.04410726310043954153","0.13350785340314136126"
